Dim = 4
L = 3
N3 = 324
N2 = 486
N1 = 324
N0 = 81
Energy = 24.0
0.9 0.0 -0.6651150315500686 0.019017310793711148 -0.00039550068587105626 1.116799056625108
0.9 0.02 -0.6667354094014946 0.01867084886811463 0.0236608683127572 0.4863535771929797
0.9 0.04 -0.6679614933866858 0.019914151798786393 0.04262917283950617 0.718443728264097
0.9 0.06 -0.6702884294385206 0.02139977766374964 0.06864561179698217 0.5622222200804748
0.9 0.08 -0.6717983174742587 0.023982120198626226 0.07983212345679012 0.8861589992644173
0.9 0.1 -0.6749382384201322 0.027137364641653693 0.11281036762688615 0.677859932548326
0.9 0.12 -0.6790711752056786 0.028710403379841647 0.14519218930041153 0.5936712999530168
0.9 0.14 -0.6859294940403584 0.033405705599535304 0.18884717969821674 0.7097233489561148
0.9 0.16 -0.6850885146751996 0.05074156271465487 0.180689670781893 1.109923106769395
0.9 0.18 -0.6846714029875549 0.05153306829232665 0.17942355418381345 0.9003057393157112
0.9 0.2 -0.6955255657014108 0.06964201400938062 0.23461492043895749 1.1457874816717684
0.9 0.22 -0.6920410893449688 0.0967743831163815 0.22626796433470506 1.432622669483604
0.9 0.24 -0.7022876779138592 0.056313076690161584 0.27175028120713307 0.5943671661209909
0.9 0.26 -0.7088059296282745 0.07491571531653325 0.2978868244170096 0.7642241003352818
0.9 0.28 -0.7051888741254906 0.09564013343046386 0.28302809739369 0.8683851891324571
0.9 0.3 -0.7180398936762559 0.09023512151827943 0.32823686556927295 0.7163390206212317
0.9 0.32 -0.7302660379673771 0.10279525898296232 0.36599197393689986 0.7460126933839397
0.9 0.34 -0.7515697846704695 0.34847624352837175 0.42749163648834015 2.556804862258392
0.9 0.36 -0.746230175573597 0.22352204257269087 0.41396927297668035 1.4076879632576356
0.9 0.38 -0.7535622161852624 0.13503536735301666 0.43449001371742113 0.7342359193533484
0.9 0.4 -0.7854446513027242 0.18628416915019627 0.518480695473251 0.9444814314176457
0.9 0.42 -0.8309758280859011 0.239819677106495 0.6265007599451303 1.155243413448217
0.9 0.44 -0.8035437484729423 0.4360846585485953 0.5661458244170096 1.9400553871527713
0.9 0.46 -0.8130441139299331 0.40266891178476955 0.5828026213991769 1.6410364399752906
